Date,Header,Content,sentiment_score,impact_score,relevance_score,confidence,short_term_score,medium_term_score,sentiment_momentum,sentiment_volatility,sentiment_trend
2024-09-19,"JPMorgan: Mức độ phi đô la hóa do chính Mỹ định đoạt, mối đe dọa lớn nhất đối với đồng bạc xanh là thứ đang tăng lên 10 tỷ USD mỗi ngày","TIN MỚI Trong một hội thảo gần đây, JPMorgan nhận định phi đô la hóa chỉ là vấn đề mà Mỹ cho phép nó diễn ra theo mức độ nào. Bên cạnh đó, mối đe dọa lớn nhất đối với sự thống trị của đồng đô la là nợ công và thâm hụt tài chính đang tăng mạnh của Mỹ, ngân hàng này nhận định. Nhu cầu ở nước ngoài đối với trái phiếu kho bạc Mỹ củng cố vị thế thống trị toàn cầu của đồng bạc xanh vì các nhà đầu tư nước ngoài cần đô la Mỹ để mua nợ của Hoa Kỳ. Theo Quỹ Peter G. Peterson, người nước ngoài nắm giữ 29% nợ liên bang do công chúng nắm giữ tính đến tháng 12/2023. Nhưng điều này có thể thay đổi nếu nợ liên bang mất đi sức hấp dẫn, một số chuyên gia cảnh báo. Mặc dù trái phiếu kho bạc hấp dẫn vì được coi là nơi trú ẩn an toàn, một số nhà phân tích lo ngại rằng điều này đang gặp rủi ro. Chi tiêu của Mỹ đã tăng vọt kể từ khi xảy ra đại dịch. Thâm hụt hiện tại lên tới khoảng 6% GDP, cao hơn nhiều so với mức trung bình 50 năm là 3,7%. Trong khi đó, Ủy ban Ngân sách Hạ viện Mỹ cho biết nợ quốc gia vượt quá 35 nghìn tỉ USD tính đến cuối tháng 7, tăng 10 tỷ USD mỗi ngày trong những tháng gần đây. Đến năm 2034, khối nợ công của Mỹ (chỉ tính nợ do các nhà đầu tư nắm giữ và không tính đến nợ do chính các cơ quan, chương trình của chính phủ nắm giữ) sẽ lên tới 50,7 nghìn tỷ USD, tương đương 122,4% GDP, từ mức 26,2 nghìn tỷ USD, tương đương 97,3% GDP năm 2023. Nếu xu hướng này tiếp tục kéo dài hơn nữa, Mỹ sẽ khó trả nợ hơn và có thể vỡ nợ chỉ trong vòng 20 năm. Phát biểu tại hội thảo, cựu chuyên gia kinh tế của Bộ Tài chính Mark Sobel cảnh báo Mỹ phải giải quyết khoản “thâm hụt khổng lồ” giữ chính sách tài khóa trong tầm kiểm soát. Trong những năm gần đây, nỗi lo về phi đô la hóa bắt nguồn từ động thái của các quốc gia khác. Mặc dù việc đa dạng hóa sang các loại tiền tệ khác vẫn đang diễn ra, hội thảo kết luận rằng những cảnh báo về sự sụp đổ của đồng đô la là phóng đại. Thay vào đó, đồng bạc xanh vẫn duy trì thế thống trị toàn cầu như một công cụ dự trữ và chi tiêu quốc tế. Ví dụ, có ý kiến chỉ ra rằng tỷ trọng của đồng đô la trong dự trữ ngoại hối đang giảm và các ngân hàng trung ương trên thế giới đã tích cực gom vàng như một giải pháp thay thế. Nhưng thực tế là, tiền gửi ngân hàng, tài sản quỹ đầu tư quốc gia và các công cụ đô la khác đã tăng lên, JPMorgan cho biết. “Trong trường hợp của Trung Quốc, họ có mục tiêu rõ ràng là giảm lượng đô la nắm giữ trong dự trữ ngoại hối nhưng đã chuyển lượng đô la nắm giữ sang các thực thể nhà nước”, ngân hàng cho biết. Theo BI﻿ Tác giả cuốn 'Thiên Nga đen': Không phải các đồng nội tệ hay tiền số, một loại tài sản 'cực kỳ vượt trội' khác đang thúc đẩy rất nhanh xu hướng phi đô la hoá",-0.710823,0.710823,0.753357,0.753357,-0.710823,-0.474352,-0.846296,0.622091,0.320791
2024-09-25,Tập đoàn tài chính J.P Morgan khuyến nghị tăng tỷ trọng một cổ phiếu Việt,Tập đoàn tài chính J.P Morgan khuyến nghị tăng tỷ trọng một cổ phiếu Việt,0.639694,0.639694,0.646007,0.646007,0.639694,-0.103003,1.350517,0.676986,0.025299
2024-09-25,Một doanh nghiệp Việt được J.P Morgan khuyến nghị đầu tư,Một doanh nghiệp Việt được J.P Morgan khuyến nghị đầu tư,0.958762,0.958762,0.962828,0.962828,0.958762,0.250919,0.319068,0.761798,-0.229547
2024-10-11,"Trước khi sếp Masan Group nói “giá 80.000 đồng/cp với MSN là thấp”, JP Morgan định giá tới 98.000 đồng","Trước khi sếp Masan Group nói “giá 80.000 đồng/cp với MSN là thấp”, JP Morgan định giá tới 98.000 đồng",-0.175247,0.175247,0.759913,0.759913,-0.175247,0.108863,-1.134009,0.7613,-0.10628
2024-11-04,JPMorgan: Fed có thể tạm dừng cắt giảm lãi suất nếu ông Trump tái đắc cử,"TIN MỚI Theo nhận định của Giám đốc chiến lược David Kelly tại JPMorgan Asset Management, nếu Cựu Tổng thống Donald Trump tái đắc cử trong tuần này, Cục Dự trữ Liên bang Mỹ (Fed) có thể tạm dừng chu kỳ nới lỏng lãi suất vào tháng 12. Ông chỉ ra rằng các đề xuất của ông Trump về chính sách tài khóa mở rộng sẽ thúc đẩy lạm phát tăng cao hơn, từ đó ngăn lãi suất giảm. ""Nếu Đảng Cộng hòa giành chiến thắng áp đảo, ta sẽ có chính sách tài khóa mở rộng hơn, những cuộc chiến thương mại và thâm hụt ngân sách. Do đó lãi suất sẽ cao hơn”, ông Kelly cho biết trong cuộc phỏng vấn với Business Insider. Cựu Tổng thống Mỹ Trump đề xuất mức thuế chung 10% - 20% với tất cả sản phẩm nhập khẩu và mức thuế 60% - 100% với các sản phẩm từ Trung Quốc. Tuy nhiên rất nhiều sản phẩm thiết yếu của Mỹ là nhập khẩu nên việc tăng thuế sẽ ít nhiều gây ra những rủi ro lạm phát giá tiêu dùng cao hơn. Bên cạnh đó, ông cũng lập trường cứng rắn hơn về nhập cư và cam kết sẽ tiến hành đợt trục xuất lớn nhất trong lịch sử nước Mỹ. Các kế hoạch này sẽ khiến liên bang chi tiêu số tiền lớn, làm gia tăng thâm hụt ngân sách. Ông Kelly cho biết tác động của các chính sách đó sẽ thúc đẩy Fed tạm dừng cắt giảm lãi suất. Mặt khác, Kelly cho biết nếu Phó Tổng thống Kamala Harris đắc cử, nền kinh tế Mỹ có thể tiếp tục theo quỹ đạo hạ cánh mềm. Trong trường hợp đó, Fed có thể sẽ bám sát lộ trình nới lỏng lãi suất. “Tôi nghĩ họ sẽ theo sát biểu đồ dot plot cho đến khi nền kinh tế nói rằng không cần nữa”, ông nói. Biểu đồ dot plot thể hiện dự đoán của các thành viên Fed về lộ trình lãi suất trong những năm tới. Trong tháng 9, biểu đồ cho thấy lãi suất có thể giảm thêm 50 điểm cơ bản nữa trong năm 2024 và tiếp tục giảm trong năm 2025. Dù Fed hoạt động độc lập, chuyên gia của JPMorgan lưu ý họ vẫn có thể phản ứng trước những biến động chính trị. Vì các diễn biến có thể tác động đến nền kinh tế. “Họ sẽ không cố gắng bảo chính phủ liên bang phải làm gì, nhưng họ sẽ phản hồi những gì chính phủ liên bang đang làm hoặc những gì chính phủ liên bang có khả năng sẽ làm"", Kelly cho biết. Do đó, ông cho biết Fed gần như chắc chắn sẽ cắt giảm lãi suất 25 điểm cơ bản tại cuộc họp tuần này vào ngày 7/11, ngay cả khi cuộc bỏ phiếu diễn ra trước đó vào ngày 5/11. Theo BI Cục diện các bang chiến trường giữa ông Trump và bà Harris ra sao?",0.173048,0.173048,0.809056,0.809056,0.173048,0.130258,0.348295,0.676761,-0.111391
2024-11-22,LPBank đoạt giải thưởng danh giá về thanh toán quốc tế từ JPMorgan Chase,"TIN MỚI Lễ trao giải diễn ra long trọng tại trụ sở chính của LPBank với sự tham dự của đại diện Ban lãnh đạo hai tổ chức tài chính ngân hàng. Phía JPMorgan Chase có sự hiện diện của bà Phan Bích Vân - Tổng Giám đốc JPMorgan Việt Nam; bà Jing Zhang - Giám đốc điều hành, Chuyên gia Thương mại khu vực Châu Á cùng đại diện lãnh đạo các phòng ban liên quan. Về phía LPBank, có sự tham dự của bà Nguyễn Ánh Vân - Phó Tổng Giám đốc; bà Nguyễn Thị Vui - Thành viên Ban Điều hành cùng đại diện lãnh đạo một số Khối/Phòng nghiệp vụ. Bà Nguyễn Ánh Vân, Phó Tổng Giám đốc LPBank nhận giải thưởng Chất lượng thanh toán quốc tế xuất sắc năm 2023 và 2024 từ bà Phan Bích Vân, Tổng Giám đốc JPMorgan Chase Việt Nam trao tặng Kể từ năm 1997, giải thưởng Chất lượng Thanh toán Quốc tế Xuất sắc của JPMorgan Chase đã trở thành thước đo quan trọng, ghi nhận những ngân hàng đối tác xuất sắc nhất trong việc tự động hóa quy trình xử lý giao dịch quốc tế. Giải thưởng này không chỉ tôn vinh những nỗ lực trong việc đạt tỷ lệ xử lý tự động (STP), mà còn khẳng định khả năng vận hành nhanh chóng, chính xác và hiệu quả, đồng thời giảm thiểu rủi ro và nâng cao uy tín cho các ngân hàng đối tác. Giải thưởng ""Chất lượng Thanh toán Quốc tế Xuất sắc"" từ JPMorgan Chase được trao tặng 3 năm liên tiếp cho LPBank LPBank đã ghi dấu ấn mạnh mẽ khi chinh phục thành công những tiêu chuẩn khắt khe nhất của JPMorgan Chase trong lĩnh vực thanh toán quốc tế với tỷ lệ xử lý giao dịch tự động ở mức tuyệt đối. Cụ thể, với khi tỷ lệ điện xử lý dịch vụ thanh toán bằng USD, tỷ lệ điện xử lý xuyên suốt đạt mức 100%. Thành công này là minh chứng rõ nét cho hiệu quả của chiến lược chuyển đổi số và đẩy mạnh dịch vụ thanh toán quốc tế mà LPBank đã kiên trì theo đuổi. Nhờ đó, LPBank không chỉ đáp ứng vượt trội nhu cầu ngày càng cao của khách hàng về các giải pháp tài chính an toàn và đa dạng, mà còn củng cố vững chắc vị thế cạnh tranh trên thị trường. Phát biểu tại buổi lễ, đại diện JPMorgan Chase, bà Phan Bích Vân bày tỏ sự ấn tượng trước những thành tựu LPBank đạt được. Bà nhấn mạnh, LPBank luôn là đối tác quan trọng của JPMorgan Chase tại thị trường Việt Nam không chỉ ở mảng thanh toán quốc tế, mà còn ở rất nhiều các lĩnh vực hợp tác khác. Việc LPBank liên tục đạt tỷ lệ STP cao là minh chứng cho sự đầu tư nghiêm túc vào công nghệ và con người, mang đến những trải nghiệm dịch vụ vượt trội cho khách hàng. JPMorgan Chase tin tưởng rằng mối quan hệ giữa hai tổ chức tài chính ngân hàng sẽ ngày càng sâu rộng hơn nữa để tiếp tục mang đến chất lượng dịch vụ tốt nhất cho khách hàng. Về phía LPBank, bà Nguyễn Ánh Vân - Phó Tổng Giám đốc chia sẻ: ""Giải thưởng này là động lực để LPBank tiếp tục duy trì và nâng cao chất lượng dịch vụ thanh toán quốc tế, đồng thời tiếp tục thúc đẩy các sáng kiến đổi mới trong tương lai để không ngừng đáp ứng nhu cầu ngày càng cao của khách hàng và đối tác"". Giải thưởng ""Chất lượng Thanh toán Quốc tế Xuất sắc"" từ JPMorgan Chase được trao tặng 3 năm liên tiếp cho LPBank không chỉ ghi nhận những nỗ lực của LPBank trong việc cung cấp các dịch vụ thanh toán quốc tế an toàn, nhanh chóng và hiệu quả, mà còn là minh chứng cho sự chuyên nghiệp, uy tín và cam kết của LPBank trong việc xây dựng và duy trì mạng lưới quan hệ tài chính toàn cầu. Trong những năm gần đây, LPBank được biết đến là một trong những ngân hàng cổ phần lớn, uy tín và có tốc độ tăng trưởng mạnh mẽ. Thành công của LPBank không chỉ được đo lường bằng quy mô và mạng lưới rộng lớn với hơn 1.200 điểm giao dịch tại 63 tỉnh thành trên cả nước, mà còn thể hiện rõ qua kết quả kinh doanh ấn tượng. Kết thúc quý III/2024, lợi nhuận trước thuế của LPBank đạt 2.900 tỷ đồng, lũy kế lợi nhuận trước thuế 9 tháng đạt 8.818 tỷ đồng, tăng 139% so với cùng kỳ. Năm 2024 đánh dấu sự bứt phá ngoạn mục của LPBank với hàng loạt giải thưởng danh giá. Ngân hàng tự hào được vinh danh trong Top 500 Doanh nghiệp Tăng trưởng nhanh nhất Việt Nam, Top 500 ngân hàng có giá trị thương hiệu cao nhất toàn cầu và Top 100 thương hiệu giá trị hàng đầu Việt Nam, Top 50 Công ty Đại chúng uy tín và hiệu quả, Top 10 Ngân hàng TMCP Tư nhân uy tín, Nơi làm việc tốt nhất châu Á , Asia Pacific Enterprise Awards (APEA) 2024... Đồng thời, LPBank cũng khẳng định vị thế tiên phong trong lĩnh vực công nghệ với giải thưởng ""Sao Khuê 2024"" về ngân hàng số và Triển khai Core Banking nhanh nhất Châu Á.",0.235743,0.235743,0.739469,0.739469,0.235743,0.16542,0.062694,0.690079,-0.125841
2025-03-23,"Startup lừa ngân hàng JPMorgan Chase mua lại với giá 175 triệu USD, nữ founder từng lọt danh sách 30 Under 30 sắp phải ngồi tù hàng thập kỷ","TIN MỚI Một tuần trước khi bán công ty khởi nghiệp của mình cho JPMorgan Chase với giá 175 triệu USD, Charlie Javice đã yêu cầu một nhân viên giúp mình lập khống danh sách 4 triệu người dùng—nhiều hơn gấp 10 lần số tài khoản thực tế của công ty. Khi mọi chuyện vỡ lở, người phụ nữ này và một giám đốc điều hành khác đã bị buộc tội lừa đảo. Nếu không nhầm, cả hai phải đối mặt với viễn cảnh ngồi tù hàng thập kỷ. Một câu hỏi lớn đang được đặt ra, rằng làm thế nào một trong những tổ chức tài chính quyền lực nhất thế giới lại bị lừa chi nhiều tiền như vậy cho một công ty khởi nghiệp nhỏ - nơi người sáng lập hầu như không có thành tựu gì về tài chính? Công ty khởi nghiệp có tên Frank này sinh ra nhằm giúp sinh viên tiếp cận các khoản hỗ trợ tài chính. Ngân hàng coi những người dùng trong độ tuổi đại học này như một mỏ vàng: hàng triệu chuyên gia trẻ tương lai có thể sớm trở thành khách hàng trung thành của dịch vụ ngân hàng, thẻ tín dụng và các dịch vụ tài chính khác. JPMorgan Chase đã mua công ty khởi nghiệp này vào mùa hè năm 2021, vài tuần sau khi Javice lần đầu gặp giám đốc điều hành của ngân hàng, Jamie Dimon. Nhiều tháng sau, JPMorgan biết được rằng số người dùng Frank thực tế chỉ gần 300.000 người. Vậy Charlie Javice là ai? Javice, hiện 32 tuổi, lớn lên tại Quận Westchester, phía bắc Thành phố New York, trong một gia đình có bố mẹ ly thân. Cô nổi tiếng là một trong những học sinh có thành tích cao và tham vọng lớn ngay từ khi còn nhỏ. Trong khi lấy bằng cử nhân tài chính tại Trường Wharton của Đại học Pennsylvania, Javice thành lập một tổ chức phi lợi nhuận có tên là PoverUP, cung cấp các khoản vay nhỏ cho người dân ở các nước kém phát triển. Sau khi tốt nghiệp, cô hướng tầm nhìn sang sinh viên đại học - những người thường xuyên phải đối mặt với mức học phí đắt đỏ. Và thế là Frank ra đời, giúp người dùng nộp đơn xin hỗ trợ tài chính trong vòng chưa đầy 4 phút. Sinh viên cũng có thể trả vài trăm USD để Frank thương lượng các gói hỗ trợ tài chính của mình. Thông qua các mối quan hệ tại Wharton, startup đã nhận được sự hỗ trợ từ nhà đầu tư mạo hiểm người Israel Michael Eisenberg và CEO của Apollo Management Marc Rowan. Hai người đã cùng nhau đầu tư hàng triệu USD vào công ty khởi nghiệp này trong giai đoạn từ năm 2017 đến năm 2020. Javice thường xuyên xuất hiện trên CNBC và các kênh tin tức khác để quảng bá cho công ty khởi nghiệp của mình, thậm chí lọt danh sách 30 Under 30 của Forbes. Trong các cuộc phỏng vấn, cô tin rằng Frank đang xây dựng một thế giới hòa nhập hơn bằng cách giúp hàng triệu hộ gia đình có thu nhập thấp chi trả học phí đại học. Khi sự nghiệp đang lên, Javice đã nhờ đến ngân hàng đầu tư LionTree, cố gắng bán Frank vào năm 2021. Một số công ty tài chính đã tìm cách mua lại startup này, bao gồm Capital One, Discover và Citizens Bank. JPMorgan là người chiến thắng cuối cùng khi mua lại Frank với giá 175 triệu USD. Tại Tòa án, số phận của Javice sẽ sớm được định đoạt. Các công tố viên cho rằng Javice và giám đốc Olivier Amar đã hứa hẹn quá mức về số lượng khách hàng JPMorgan được hưởng, thậm chí bịa ra dữ liệu giả để thuyết phục rằng những con số đó là có thật. “Thỏa thuận này dựa trên lời nói dối”, Trợ lý Luật sư Rushmi Bhaskaran nói với bồi thẩm đoàn. “Charlie Javice và Olivier Amar đã nói dối để kiếm hàng triệu USD”. Vovor, cựu giám đốc kỹ thuật của Frank, đã làm chứng rằng Javice và đồng giám đốc điều hành Amar của cô đã yêu cầu anh bịa dữ liệu về 4 triệu người. “Tôi đã nói rằng tôi sẽ không làm bất cứ điều gì bất hợp pháp”, Vovor nói từ bục nhân chứng. Sau khi bị Vovoer từ chối, Javice đã thuê Adam Kapelner, phó giáo sư toán học tại Cao đẳng Queens với giá 18.000 USD nhằm tạo ra một tệp được mã hóa khổng lồ với dữ liệu 4 triệu người dùng. Kapelner sau đó gửi thông tin cho một nhà cung cấp dữ liệu bên thứ ba - bên mà JPMorgan đã liên hệ để xác minh Frank có 4,25 triệu khách hàng. Theo các công tố viên, âm mưu trên đã sụp đổ khi JPMorgan yêu cầu Javice cung cấp danh sách khách hàng của Frank để triển khai chiến dịch tiếp thị. “Những cái tên đó là giả mạo”, Kapelner nói tại tòa. Các luật sư bào chữa của Javice đã dành nhiều giờ để điều tra lý do tại sao nhóm của JPMorgan không phát hiện ra các dấu hiệu cảnh báo. Thương vụ mua lại ban đầu đã nhận được sự chấp thuận từ các cấp cao nhất của JPMorgan. Leslie Wims Morris, người đứng đầu thỏa thuận tại JPMorgan, thừa nhận rằng phần lớn quyết định đầu tư của JPMorgan dựa trên sự tin tưởng. “Mọi thứ chúng tôi biết về doanh nghiệp ấy đều dựa trên những gì bà Javice truyền đạt cho chúng tôi”, bà nói. “Chúng tôi tin tưởng những gì bà ấy nói”. Theo: WSJ",-0.780886,0.780886,0.809165,0.809165,-0.780886,-0.150016,-1.016629,0.68458,0.111261
2025-05-13,JPMorgan nâng dự báo tăng trưởng của Trung Quốc sau thỏa thuận tích cực với Mỹ,"TIN MỚI Ngân hàng JP Morgan vừa dự báo, GDP Trung Quốc năm nay tăng 4,8%, cao hơn so với dự báo trước đó là 4,1%. Động thái này được đưa ra sau khi Mỹ - Trung Quốc công bố thỏa thuận thương mại sau vòng đàm phán cấp cao đầu tiên tại Geneva (Thụy Sĩ) cuối tuần trước. Đáng chú ý, JPMorgan nhận định đây là thỏa thuận ""tích cực một cách đáng ngạc nhiên"", với ""quy mô giảm thuế tạm thời lớn hơn dự kiến"", giúp căng thẳng hai nền kinh tế lớn nhất thế giới hạ nhiệt. Theo đó, trong 90 ngày tới, thuế nhập khẩu Mỹ áp lên hàng Trung Quốc sẽ giảm từ 145% xuống 30%. Chiều ngược lại, hàng Mỹ vào Trung Quốc được giảm thuế từ 125% về 10%. Cac rào cản phi thuế quan cũng sẽ được gỡ bỏ. JPMorgan cũng ước tính nếu mức thuế mới được duy trì đến hết năm nay, Trung Quốc có thể tăng trưởng 4,8%. Năm 2025, nước này đặt mục tiêu tăng trưởng quanh 5%. Cuối tháng trước, Zhao Chenxin - Phó chủ tịch Ủy ban Cải cách và Phát triển Quốc gia Trung Quốc (NDRC) cho biết ông ""hoàn toàn tự tin"" sẽ đạt mục tiêu này. Vài tháng qua, Trung Quốc tích cực tung chính sách hỗ trợ nền kinh tế. Mới đây nhất, giới chức ngày 7/5 thông báo hạ lãi suất tham chiếu, giảm lãi vay mua nhà, soạn chính sách nhằm hỗ trợ thị trường chứng khoán và doanh nghiệp chịu tác động từ thuế nhập khẩu. ""Chúng tôi kỳ vọng chính phủ Trung Quốc công bố thêm chính sách hỗ trợ tài khóa trong năm nay"", JPMorgan cho biết. Vào ngày 9/5 vừa qua, các quan chức tại cảng biển Mỹ thông tin với CNN rằng, không có một tàu chở hàng nào khởi hành từ Trung Quốc cập cảng tại hai điểm trung chuyển lớn ở Bờ Tây trong vòng 12 giờ liên tiếp – điều chưa từng xảy ra kể từ thời kỳ cao điểm của đại dịch Covid-19. Trước khi căng thẳng Mỹ - Trung Quốc hạ nhiệt, giới phân tích đều chung nhận định cuộc chiến thương mại sẽ tác động đáng kể tới tăng trưởng của Trung Quốc. Quỹ Tiền tệ Quốc tế (IMF), Ngân hàng Goldman Sachs và UBS gần đây đều hạ dự báo tăng trưởng kinh tế Trung Quốc trong 2025 và 2026, với lý do tác động từ thuế nhập khẩu của Mỹ. Mức dự báo dao động trong khoảng 3,4-4% cho năm nay. Theo IMF, Trung Quốc sẽ là nước đóng góp nhiều nhất vào tăng trưởng toàn cầu trong 5 năm tới. Trong nửa đầu tháng 4/2025, một loạt tổ chức dự báo đã hạ triển vọng tăng trưởng kinh tế Trung Quốc. Trong đó, ngân hàng UBS dự báo nước này chỉ đạt tốc độ tăng trưởng kinh tế cả năm 3,4% do tác động tiêu cực của thuế quan, thấp hơn nhiều so với mục tiêu ""khoảng 5%"" mà Bắc Kinh đề ra. IMF dự báo trong năm 2025 và 2026, kinh tế Trung Quốc sẽ tăng trưởng ở mức 4%, thấp hơn tương ứng 0,6 điểm phần trăm và 0,5 điểm phần trăm so với lần dự báo hồi tháng 1/2025. Tuy nhiên, theo tính toán của hãng tin Bloomberg dựa trên báo cáo của IMF, Trung Quốc sẽ là nước đóng góp nhiều nhất vào tăng trưởng toàn cầu trong 5 năm tới, với tỷ trọng 23%, từ mức dự báo 21,7% đưa ra hồi tháng 10/2024. Hiện Trung Quốc tiếp tục đối mặt áp lực giảm phát giữa bối cảnh giá tiêu dùng lẫn giá sản xuất suy giảm. Cục Thống kê Quốc gia Trung Quốc hôm 10/5 cho biết, chỉ số giá tiêu dùng (CPI) -- thước đo lạm phát chính - vào tháng 4 giảm 0,1% so với cùng kỳ 2024, gần sát với mức dự báo giảm 0,09% được đưa ra trong cuộc khảo sát của Bloomberg. Trong quý I/2025, chỉ số này đã hạ 0,1%. ""Trung Quốc vẫn đang đối diện với áp lực giảm phát kéo dài. Áp lực này có thể gia tăng trong những tháng tới khi xuất khẩu có khả năng suy yếu"", Zhiwei Zhang, Kinh tế trưởng tại Pinpoint Asset Management nhận định. Triển vọng khi căng thẳng thuế quan với kinh tế Mỹ hạ nhiệt Sau đàm phán tạm cho là thành công, Bộ trưởng Tài chính Mỹ Scott Bessent vừa tái khẳng định rằng Washington không có ý định “tách rời” khỏi nền kinh tế Trung Quốc, mà thay vào đó mong muốn thiết lập một mối quan hệ thương mại cân bằng và bền vững hơn. “Cả hai phái đoàn đều đồng thuận rằng không bên nào muốn bị tách rời. Những gì đã xảy ra với mức thuế quan rất cao hiện nay chẳng khác nào một lệnh cấm vận, và không bên nào mong muốn điều đó. Chúng tôi muốn thương mại. Chúng tôi muốn một mối quan hệ thương mại cân bằng hơn”, ông Bessent nhấn mạnh. Về phía Trung Quốc, nước này hoan nghênh thỏa thuận thương mại với Mỹ, gọi đây là ""bước đi quan trọng"" có thể dẫn đến ""sự hợp tác sâu sắc hơn"" giữa hai nền kinh tế lớn nhất thế giới. ""Mức thuế quan cao do Mỹ áp đặt đã làm suy yếu nghiêm trọng các hoạt động trao đổi kinh tế và thương mại song phương thông thường và làm suy yếu nghiêm trọng trật tự kinh tế và thương mại quốc tế"", người phát ngôn Bộ Thương mại Trung Quốc cho biết trong một tuyên bố. ""Tuyên bố chung đạt được tại các cuộc đàm phán là bước đi quan trọng của hai bên nhằm giải quyết những khác biệt thông qua đối thoại và tham vấn trên cơ sở bình đẳng, đồng thời đặt nền tảng và tạo điều kiện để thu hẹp hơn nữa những khác biệt và tăng cường hợp tác"", nhà ngoại giao Trung Quốc nhấn mạnh thêm. Đồng thời, người phát ngôn của bộ này cũng cho biết Mỹ và Trung Quốc ""sẽ thiết lập một cơ chế để tiếp tục tham vấn về quan hệ kinh tế và thương mại"", sẽ diễn ra trong thời gian tạm dừng 90 ngày - đánh dấu bước tiến quan trọng trong việc hạ nhiệt căng thẳng thương mại giữa hai nền kinh tế lớn nhất thế giới. Thị trường tài chính toàn cầu đã phản ứng tích cực sau khi thỏa thuận thương mại giữa Mỹ và Trung Quốc được công bố. Chỉ số S&P 500 tăng 2,3%, Nasdaq tăng 3%, đồng USD tăng hơn 1% so với rổ các đồng tiền chính, giá vàng giảm hơn 2% do nhu cầu tài sản trú ẩn an toàn suy giảm, phản ánh tâm lý tích cực của nhà đầu tư. Tại châu Âu, chỉ số STOXX 600 tăng 0,9%, với nhiều công ty lớn như Adidas và Puma ghi nhận mức tăng đáng kể. Các công ty logistics hàng đầu như Maersk và Hapag-Lloyd cũng hưởng lợi khi giá cổ phiếu tăng mạnh sau thông tin về thỏa thuận này. Đà tăng không chỉ giới hạn ở các công ty Mỹ mà còn lan rộng sang các thị trường quốc tế, cho thấy tác động tích cực toàn cầu của thỏa thuận. Đặc biệt, thỏa thuận giảm thuế tạm thời giữa Mỹ và Trung Quốc đã mang lại hy vọng cho các ngành công nghiệp chịu tác động nặng nề từ căng thẳng thương mại, bao gồm sản xuất đồ chơi, dệt may và công nghệ. Các doanh nghiệp trong những lĩnh vực này kỳ vọng doanh số sẽ phục hồi khi chi phí nhập khẩu giảm. Theo lời của ông Zhiwei Zhang, nhà kinh tế trưởng tại Pinpoint Asset Management, ""Đây là một bước tiến tích cực cho cả hai nền kinh tế và nền kinh tế toàn cầu, giảm bớt lo ngại về gián đoạn chuỗi cung ứng"". Tuy nhiên, các chuyên gia cho rằng đối thoại giữa hai nước cần được duy trì. ""Thỏa thuận này là một bước khởi đầu, nhưng không phải là giải pháp cuối cùng cho các vấn đề thương mại giữa Mỹ và Trung Quốc"" - theo Brad Setser, thành viên cao cấp tại Hội đồng Quan hệ Đối ngoại Mỹ. Ông nhấn mạnh các vấn đề về sở hữu trí tuệ, bảo mật chuỗi cung ứng và quyền tiếp cận thị trường vẫn là những trở ngại lớn./.",0.780999,0.780999,0.788463,0.788463,0.780999,0.160323,1.561885,0.675762,-0.12083
2025-05-19,J.P.Morgan nâng hạng cổ phiếu thị trường mới nổi,J.P.Morgan nâng hạng cổ phiếu thị trường mới nổi,0.959068,0.959068,0.963904,0.963904,0.959068,0.426571,0.178069,0.633934,-0.299323
2025-05-19,J. P. Morgan nâng hạng cổ phiếu thị trường mới nổi,J. P. Morgan nâng hạng cổ phiếu thị trường mới nổi,0.671116,0.671116,0.678285,0.678285,0.671116,0.508086,-0.287951,0.648316,-0.328946
2025-05-21,CEO JPMorgan Chase: Thị trường đang quá tự mãn trước rủi ro thuế quan và lạm phát,CEO JPMorgan Chase: Thị trường đang quá tự mãn trước rủi ro thuế quan và lạm phát,-0.841617,0.841617,0.866018,0.866018,-0.841617,0.058185,-1.512734,0.671329,0.023579
