Date,Header,Content
2025-11-02,"Chấn động giới tài chính: OpenAI bị phanh phui khoản lỗ kỷ lục 12 tỷ USD/quý, doanh thu thực tế không bóng bẩy như bề ngoài","Chấn động giới tài chính: OpenAI bị phanh phui khoản lỗ kỷ lục 12 tỷ USD/quý, doanh thu thực tế không bóng bẩy như bề ngoài"
2025-11-04,Nghịch lý trớ trêu cuộc chiến AI: Microsoft lỗ nặng vì OpenAI trong khi Google báo lãi kỷ lục - Tại sao lại như vậy?,Nghịch lý trớ trêu cuộc chiến AI: Microsoft lỗ nặng vì OpenAI trong khi Google báo lãi kỷ lục - Tại sao lại như vậy?
2025-11-04,Cổ phiếu IREN đạt đỉnh mới? Tăng trưởng AI Cloud giải thích,Cổ phiếu IREN đạt đỉnh mới? Tăng trưởng AI Cloud giải thích
2025-11-04,8 cổ phiếu kéo cả thị trường chứng khoán Mỹ lập đỉnh: Thời đại AI và 'sự tập trung nguy hiểm' tại phố Wall,8 cổ phiếu kéo cả thị trường chứng khoán Mỹ lập đỉnh: Thời đại AI và 'sự tập trung nguy hiểm' tại phố Wall
2025-11-15,"Sàn TMĐT 30 năm tuổi eBay hồi sinh nhờ AI, cổ phiếu tăng vọt 75% từ năm 2020, vượt Microsoft, Meta và Amazon trong năm 2025","Sàn TMĐT 30 năm tuổi eBay hồi sinh nhờ AI, cổ phiếu tăng vọt 75% từ năm 2020, vượt Microsoft, Meta và Amazon trong năm 2025"
2025-11-19,"Dow Jones giảm thêm 500 điểm, S&P 500 có chuỗi lao dốc dài nhất kể từ tháng 8/2025","Dow Jones giảm thêm 500 điểm, S&P 500 có chuỗi lao dốc dài nhất kể từ tháng 8/2025"
2025-11-23,Tống tiền và Ransomware chiếm hơn một nửa số vụ tấn công mạng,Tống tiền và Ransomware chiếm hơn một nửa số vụ tấn công mạng
2025-11-29,Dell tiết lộ số liệu gây sốc về lượng người dùng từ chối lên đời Windows 11,Dell tiết lộ số liệu gây sốc về lượng người dùng từ chối lên đời Windows 11
2025-12-09,Ai Là Chủ Sở Hữu Microsoft? Gặp Gỡ 10 Cổ Đông Lớn Nhất,Ai Là Chủ Sở Hữu Microsoft? Gặp Gỡ 10 Cổ Đông Lớn Nhất
2025-12-26,Dự đoán giá cổ phiếu Microsoft năm 2026: MSFT có thể tăng cao đến mức nào?,Dự đoán giá cổ phiếu Microsoft năm 2026: MSFT có thể tăng cao đến mức nào?
2025-12-31,Chứng khoán 2025 khép lại với kịch bản quen: Cổ phiếu họ Vin ‘gánh’ VN-Index,Chứng khoán 2025 khép lại với kịch bản quen: Cổ phiếu họ Vin ‘gánh’ VN-Index
2026-01-08,"Khi Sam Altman bị sa thải, cổ phiếu của Microsoft rớt","Khi Sam Altman bị sa thải, cổ phiếu của Microsoft rớt"
2026-01-09,Cú tát vào tham vọng của Microsoft: Đối tác Dell thừa nhận người dùng chẳng quan tâm đến AI PC,Cú tát vào tham vọng của Microsoft: Đối tác Dell thừa nhận người dùng chẳng quan tâm đến AI PC
2026-01-14,Triển vọng cổ phiếu Microsoft năm 2026: Tại sao MSFT vẫn là lựa chọn đầu tư cân bằng nhất trong nhóm Magnificent Seven,Triển vọng cổ phiếu Microsoft năm 2026: Tại sao MSFT vẫn là lựa chọn đầu tư cân bằng nhất trong nhóm Magnificent Seven
2026-01-21,CEO Microsoft: AI có thể trở thành bong bóng đầu cơ nếu phạm phải sai lầm này!,CEO Microsoft: AI có thể trở thành bong bóng đầu cơ nếu phạm phải sai lầm này!
2026-01-24,"'Bão' lợi nhuận từ Meta, Microsoft, Apple","'Bão' lợi nhuận từ Meta, Microsoft, Apple"
2026-01-27,Triển vọng báo cáo tài chính quý 2 của Microsoft: Khả năng thương mại hóa AI quyết định định giá cổ phiếu công nghệ trong tương lai,Triển vọng báo cáo tài chính quý 2 của Microsoft: Khả năng thương mại hóa AI quyết định định giá cổ phiếu công nghệ trong tương lai
2026-01-27,"Chứng khoán Mỹ đồng loạt tăng điểm trước thềm báo cáo của Meta, Apple và Microsoft","Chứng khoán Mỹ đồng loạt tăng điểm trước thềm báo cáo của Meta, Apple và Microsoft"
2026-01-29,Giới đầu tư bán mạnh cổ phiếu công nghệ,Giới đầu tư bán mạnh cổ phiếu công nghệ
2026-01-29,Doanh thu đám mây của Microsoft lần đầu vượt mốc 50 tỷ USD,Doanh thu đám mây của Microsoft lần đầu vượt mốc 50 tỷ USD
2026-01-29,"Meta tăng vọt, Microsoft trượt dốc khi nhà đầu tư đặt cược vào tương lai AI","Meta tăng vọt, Microsoft trượt dốc khi nhà đầu tư đặt cược vào tương lai AI"
2026-01-29,Cơn rung chấn Microsoft: Mất 350 tỷ USD trong 1 ngày vì AI,Cơn rung chấn Microsoft: Mất 350 tỷ USD trong 1 ngày vì AI
2026-01-29,"Microsoft: Chi tiêu vốn cao kỷ lục, diễn biến cổ phiếu phụ thuộc vào OpenAI","Microsoft: Chi tiêu vốn cao kỷ lục, diễn biến cổ phiếu phụ thuộc vào OpenAI"
2026-01-30,Cơn rung chấn Microsoft: Mất 350 tỷ USD trong 1 ngày vì AI,Cơn rung chấn Microsoft: Mất 350 tỷ USD trong 1 ngày vì AI
2026-01-30,"Doanh thu và lợi nhuận vượt dự báo, tại sao cổ phiếu Microsoft sụt giảm kỷ lục, vốn hóa bốc hơi 350 tỷ USD?","Doanh thu và lợi nhuận vượt dự báo, tại sao cổ phiếu Microsoft sụt giảm kỷ lục, vốn hóa bốc hơi 350 tỷ USD?"
2026-01-30,"Chứng khoán Mỹ “lảo đảo” vì cú sụt 10% của cổ phiếu Microsoft, giá dầu nhảy hơn 3%","Chứng khoán Mỹ “lảo đảo” vì cú sụt 10% của cổ phiếu Microsoft, giá dầu nhảy hơn 3%"
2026-01-30,"Chứng khoán Mỹ: Meta bứt phá, Microsoft lao dốc trước bài toán lợi nhuận AI","Chứng khoán Mỹ: Meta bứt phá, Microsoft lao dốc trước bài toán lợi nhuận AI"
2026-01-30,"S&P 500, Nasdaq Composite chìm trong sắc đỏ khi cổ phiếu Microsoft cắm đầu","S&P 500, Nasdaq Composite chìm trong sắc đỏ khi cổ phiếu Microsoft cắm đầu"
2026-01-30,"357 tỷ USD vốn hóa ‘bốc hơi’ chỉ trong 1 đêm, chuyện gì đang xảy ra với Microsoft?","357 tỷ USD vốn hóa ‘bốc hơi’ chỉ trong 1 đêm, chuyện gì đang xảy ra với Microsoft?"
2026-01-30,Microsoft vừa 'mất' hơn 350 tỷ USD,Microsoft vừa 'mất' hơn 350 tỷ USD
2026-01-30,Giá trị Microsoft mất hơn 350 tỷ USD một phiên,Giá trị Microsoft mất hơn 350 tỷ USD một phiên
2026-01-30,Microsoft ghi nhận mức sụt giảm vốn hóa lớn thứ hai trong lịch sử Hoa Kỳ; Liệu đà giảm 12% trong phiên có phải là một phản ứng thái quá?,Microsoft ghi nhận mức sụt giảm vốn hóa lớn thứ hai trong lịch sử Hoa Kỳ; Liệu đà giảm 12% trong phiên có phải là một phản ứng thái quá?
2026-01-30,S&P 500 nhuốm sắc đỏ vì cú giảm 10% của Microsoft,S&P 500 nhuốm sắc đỏ vì cú giảm 10% của Microsoft
2026-02-01,Microsoft công bố danh sách 40 nghề nghiệp chịu tác động lớn nhất từ AI: Công việc của bạn có nằm trong số đó?,Microsoft công bố danh sách 40 nghề nghiệp chịu tác động lớn nhất từ AI: Công việc của bạn có nằm trong số đó?
2026-02-06,"Amazon bạo chi vì hạ tầng AI như Alphabet, Meta và Microsoft, cổ phiếu giảm sâu","Amazon bạo chi vì hạ tầng AI như Alphabet, Meta và Microsoft, cổ phiếu giảm sâu"
2026-02-06,Thị trường chứng khoán Mỹ giảm điểm,Thị trường chứng khoán Mỹ giảm điểm
2026-02-08,"Microsoft 'đốt tiền' vào AI: Copilot chật vật, người dùng bỏ đi, cổ phiếu giảm gần 12%","Microsoft 'đốt tiền' vào AI: Copilot chật vật, người dùng bỏ đi, cổ phiếu giảm gần 12%"
2026-02-09,"'Đại gia' công nghệ được Microsoft hậu thuẫn đặt cược 1 tỷ USD vào Việt Nam, gọi tên FPT","'Đại gia' công nghệ được Microsoft hậu thuẫn đặt cược 1 tỷ USD vào Việt Nam, gọi tên FPT"
2026-02-15,"Vượt mặt Microsoft và Apple, một hãng bán xe hưởng lợi lớn từ AI khi kiếm 100 tỷ USD dù chẳng biết code cũng không tạo chip","Vượt mặt Microsoft và Apple, một hãng bán xe hưởng lợi lớn từ AI khi kiếm 100 tỷ USD dù chẳng biết code cũng không tạo chip"
2026-02-16,"Vượt mặt Microsoft và Apple, một hãng bán xe hưởng lợi lớn từ AI khi kiếm 100 tỷ USD dù chẳng biết code cũng không tạo chip","Vượt mặt Microsoft và Apple, một hãng bán xe hưởng lợi lớn từ AI khi kiếm 100 tỷ USD dù chẳng biết code cũng không tạo chip"
2026-02-18,"“Tôi như bị phản bội”: Tiếng than xé lòng của giám đốc Microsoft 62 tuổi mất việc sau 31 năm cống hiến, AI chẳng từ một ai","“Tôi như bị phản bội”: Tiếng than xé lòng của giám đốc Microsoft 62 tuổi mất việc sau 31 năm cống hiến, AI chẳng từ một ai"
2026-03-09,"Microsoft dùng công nghệ của Anthropic thúc đẩy tác tử AI, giảm phụ thuộc OpenAI","Microsoft dùng công nghệ của Anthropic thúc đẩy tác tử AI, giảm phụ thuộc OpenAI"
2026-03-12,"Iran đe dọa tấn công nhiều tập đoàn Mỹ: Google, Microsoft, IBM cùng các ngân hàng vào tầm ngắm","Iran đe dọa tấn công nhiều tập đoàn Mỹ: Google, Microsoft, IBM cùng các ngân hàng vào tầm ngắm"
2026-03-17,"Mô hình AI của Microsoft gây bán tháo cổ phiếu spatialomics, Wolfe Research bình luận","Mô hình AI của Microsoft gây bán tháo cổ phiếu spatialomics, Wolfe Research bình luận"
2026-03-23,Melius hạ mục tiêu giá cổ phiếu Microsoft do lo ngại về Copilot,Melius hạ mục tiêu giá cổ phiếu Microsoft do lo ngại về Copilot
2026-03-24,Cỗ máy tài chính của Big Tech Mỹ: Doanh nghiệp Việt học hỏi được những gì?,Cỗ máy tài chính của Big Tech Mỹ: Doanh nghiệp Việt học hỏi được những gì?
2026-03-24,"Liệu cơn sốt AI có đang hạ nhiệt? Cổ phiếu Microsoft giảm 33%, lặp lại đợt bán tháo năm 2022.","Liệu cơn sốt AI có đang hạ nhiệt? Cổ phiếu Microsoft giảm 33%, lặp lại đợt bán tháo năm 2022."
2026-03-31,"BREAKING: IRGC đe dọa tấn công Microsoft, Apple và Alphabet ⚔️","BREAKING: IRGC đe dọa tấn công Microsoft, Apple và Alphabet ⚔️"
2026-04-02,Quốc gia Đông Nam Á được Microsoft 'chọn mặt gửi vàng' đầu tư hơn 144.000 tỷ đồng vào lĩnh vực AI,Quốc gia Đông Nam Á được Microsoft 'chọn mặt gửi vàng' đầu tư hơn 144.000 tỷ đồng vào lĩnh vực AI
2026-04-03,Tại sao Microsoft đầu tư 10 tỷ USD vào Nhật Bản?,Tại sao Microsoft đầu tư 10 tỷ USD vào Nhật Bản?
2026-04-04,Cổ phiếu Microsoft lao dốc mạnh nhất kể từ 2008 khi cuộc đua AI ngày càng khốc liệt,Cổ phiếu Microsoft lao dốc mạnh nhất kể từ 2008 khi cuộc đua AI ngày càng khốc liệt
2026-04-06,"Thu phí từ doanh nghiệp, Microsoft thừa nhận AI Copilot chỉ dùng cho mục đích giải trí, đừng dùng cho việc quan trọng","Thu phí từ doanh nghiệp, Microsoft thừa nhận AI Copilot chỉ dùng cho mục đích giải trí, đừng dùng cho việc quan trọng"
2026-04-06,Microsoft đính chính về điều khoản gây thắc mắc trong Copilot,Microsoft đính chính về điều khoản gây thắc mắc trong Copilot
2026-04-09,"Hậu lệnh ngừng bắn Iran: Cổ phiếu Alphabet, Nvidia và Microsoft dẫn dắt đà bùng nổ","Hậu lệnh ngừng bắn Iran: Cổ phiếu Alphabet, Nvidia và Microsoft dẫn dắt đà bùng nổ"
2026-04-13,Microsoft Corp (MSFT) cổ phiếu di chuyển tăng 3.13% vào ngày 13 thg 4: Điều này gửi đi tín hiệu gì?,Microsoft Corp (MSFT) cổ phiếu di chuyển tăng 3.13% vào ngày 13 thg 4: Điều này gửi đi tín hiệu gì?
2026-04-13,Cổ phiếu Microsoft: Quan điểm bi quan có thể lại là quan điểm lạc quan?,Cổ phiếu Microsoft: Quan điểm bi quan có thể lại là quan điểm lạc quan?
2026-04-14,Cổ phiếu Microsoft và Google tăng nhờ tin đồn thỏa thuận cung cấp bộ nhớ,Cổ phiếu Microsoft và Google tăng nhờ tin đồn thỏa thuận cung cấp bộ nhớ
2026-04-15,"Trước khi thị trường chứng khoán Mỹ mở cửa, chỉ số Dow Jones giảm 0,13%, trong khi cổ phiếu Microsoft (MSFT) tăng 0,68%.","Trước khi thị trường chứng khoán Mỹ mở cửa, chỉ số Dow Jones giảm 0,13%, trong khi cổ phiếu Microsoft (MSFT) tăng 0,68%."
2026-04-15,KeyBanc tái khẳng định xếp hạng cổ phiếu Northwestern sau tin Microsoft mua đất xây trung tâm dữ liệu,KeyBanc tái khẳng định xếp hạng cổ phiếu Northwestern sau tin Microsoft mua đất xây trung tâm dữ liệu
2026-04-15,Baird hạ mục tiêu giá cổ phiếu Microsoft do lo ngại về mảng phần mềm,Baird hạ mục tiêu giá cổ phiếu Microsoft do lo ngại về mảng phần mềm
2026-04-15,Microsoft Corp (MSFT) cổ phiếu di chuyển tăng 3.64% vào ngày 15 thg 4: Phân tích đầy đủ,Microsoft Corp (MSFT) cổ phiếu di chuyển tăng 3.64% vào ngày 15 thg 4: Phân tích đầy đủ
2026-04-15,"Cổ phiếu ngành phần mềm tiếp tục đà tăng trưởng, nhà đầu tư nên mua Oracle hay Microsoft lúc này?","Cổ phiếu ngành phần mềm tiếp tục đà tăng trưởng, nhà đầu tư nên mua Oracle hay Microsoft lúc này?"
2026-04-22,"2,8 tỷ USD đặt lên bàn cân: Microsoft đối đầu với cơ quan quản lý Anh","2,8 tỷ USD đặt lên bàn cân: Microsoft đối đầu với cơ quan quản lý Anh"
2026-04-26,Elon Musk kiện OpenAI đòi 134 tỷ USD sắp ra tòa,Elon Musk kiện OpenAI đòi 134 tỷ USD sắp ra tòa
2026-04-27,Giá cổ phiếu Microsoft giảm mạnh sau khi OpenAI điều chỉnh quan hệ hợp tác,Giá cổ phiếu Microsoft giảm mạnh sau khi OpenAI điều chỉnh quan hệ hợp tác
2026-04-27,Apple và bài toán nhân sự cấp cao: Liệu có nên học tập nước đi đột phá của Microsoft?,Apple và bài toán nhân sự cấp cao: Liệu có nên học tập nước đi đột phá của Microsoft?
2026-04-27,Nhiều doanh nghiệp Hồng Kông sử dụng trí tuệ nhân tạo tác nhân (agentic AI) của Microsoft,Nhiều doanh nghiệp Hồng Kông sử dụng trí tuệ nhân tạo tác nhân (agentic AI) của Microsoft
2026-04-28,Microsoft nới lỏng sự ràng buộc với OpenAI: Điều này có ý nghĩa gì đối với cả hai phía?,Microsoft nới lỏng sự ràng buộc với OpenAI: Điều này có ý nghĩa gì đối với cả hai phía?
2026-04-28,Dự báo kết quả kinh doanh Quý 3 năm 2026 của Microsoft: Liệu đà tăng trưởng của Azure có thể theo kịp mức chi tiêu vốn khổng lồ cho AI?,Dự báo kết quả kinh doanh Quý 3 năm 2026 của Microsoft: Liệu đà tăng trưởng của Azure có thể theo kịp mức chi tiêu vốn khổng lồ cho AI?
2026-04-28,"135 tỷ USD vẫn không giữ được chân: Sự thật đằng sau cú ""quay xe"" của OpenAI khi chấm dứt độc quyền với Microsoft vì “bóng ma” Elon Musk","TIN MỚI Tờ New York Times cho hay Microsoft và OpenAI từng là biểu tượng của sự gắn kết chặt chẽ nhất trong kỷ nguyên trí tuệ nhân tạo nhưng lại vừa chính thức thông báo sửa đổi thỏa thuận hợp tác. Động thái này không chỉ đánh dấu việc chấm dứt đặc quyền độc quyền của Microsoft mà còn hé lộ những toan tính mới của cả hai gã khổng lồ trong bối cảnh cuộc đua AI toàn cầu đang chuyển sang giai đoạn khắc nghiệt hơn bao giờ hết. Toan tính riêng Theo thông báo mới nhất, Microsoft và OpenAI đã đạt được thỏa thuận nhằm giảm bớt sự phụ thuộc lẫn nhau. Mặc dù Microsoft vẫn là đối tác tài chính lớn nhất với khoản đầu tư trị giá hơn 135 tỷ USD, nhưng tập đoàn này sẽ không còn giữ quyền cấp phép độc quyền đối với các công nghệ của OpenAI như trước đây. Trong suốt một thời gian dài, việc sở hữu độc quyền công nghệ của OpenAI trên nền tảng điện toán đám mây Azure là ""vũ khí"" tối thượng giúp Microsoft thu hút khách hàng doanh nghiệp. Tuy nhiên, khi OpenAI chuyển mình từ một phòng thí nghiệm nghiên cứu phi lợi nhuận thành một startup triển vọng với kế hoạch IPO rầm rộ ngay trong năm nay, ""chiếc áo"" cũ đã trở nên quá chật. OpenAI cần nhiều năng lực tính toán hơn mức Microsoft có thể hoặc sẵn lòng cung cấp, buộc họ phải tìm kiếm những cái bắt tay mới với các đối thủ đám mây khác để không bị tụt lại trước Anthropic hay Google. Theo các điều khoản mới, Microsoft vẫn duy trì quyền truy cập để cấp phép công nghệ AI của OpenAI cho đến năm 2032, nhưng tính ""độc quyền"" đã biến mất. Điều này mở ra cánh cửa cho OpenAI tự do hợp tác với nhiều công ty khác và đa dạng hóa nguồn doanh thu. Sự thay đổi này mang lại cho OpenAI một vị thế linh hoạt hơn. Trong bối cảnh Anthropic vừa huy động thêm 65 tỷ USD cùng các thỏa thuận hạ tầng khổng lồ từ Amazon và Google vào tuần trước, OpenAI không thể chỉ đứng yên một chỗ. Dù vậy, cái giá của tự do là sự bất ổn về tài chính: OpenAI sẽ không còn được nhận chia sẻ doanh thu từ Microsoft khi gã khổng lồ này sử dụng công nghệ của họ cho các mục đích riêng. Đổi lại, OpenAI cam kết sẽ phát hành công nghệ trên dịch vụ đám mây của Microsoft trước tiên, trừ trường hợp Microsoft không đủ khả năng đáp ứng các yêu cầu kỹ thuật cần thiết. Về phía Microsoft, thỏa thuận mới mang lại sự chắc chắn về dòng tiền. Tập đoàn này sẽ nhận được một phần doanh thu từ các dịch vụ sử dụng công nghệ OpenAI cung cấp cho doanh nghiệp và người tiêu dùng cho đến năm 2030, bất kể tốc độ tiến hóa của AI ra sao. Đặc biệt, các bên đã loại bỏ những điều khoản phức tạp liên quan đến ""Trí tuệ nhân tạo tổng quát"" (AGI). Trước đây, các khoản thanh toán có thể bị chấm dứt nếu OpenAI tuyên bố đạt đến ngưỡng AGI, thời điểm máy tính thông minh ngang ngửa não người. Việc gỡ bỏ rào cản này giúp các nhà đầu tư của Microsoft yên tâm hơn, đồng thời giảm bớt sự lo ngại về việc quá phụ thuộc vào một startup có bộ máy quản trị từng bị đánh giá là thiếu ổn định sau vụ lật đổ Sam Altman bất thành cuối năm 2023. Động thái mới này diễn ra ngay thời điểm nhạy cảm khi tỷ phú Elon Musk (người đồng sáng lập OpenAI thời kỳ đầu) đang đưa startup này và Microsoft ra tòa liên bang. Tỷ phú nhà Tesla cáo buộc hai đơn vị này đã vi phạm thỏa thuận ban đầu, đặt lợi ích thương mại lên trên lợi ích công cộng và đòi bồi thường hơn 150 tỷ USD. Không chỉ có Musk, The New York Times cũng đã kiện cả hai vào năm 2023 vì cáo buộc vi phạm bản quyền nội dung. Những rắc rối pháp lý này cùng với sự giám sát chặt chẽ từ các cơ quan chống độc quyền đang thúc đẩy Microsoft và OpenAI phải tạo ra một khoảng cách ""vừa đủ"" để tránh những rắc rối không đáng có. Thực tế, OpenAI đã sớm chuẩn bị cho kịch bản này khi ký kết thỏa thuận điện toán đám mây quan trọng với Amazon, đối thủ trực diện của Microsoft. Với cấu trúc mới, OpenAI hiện đã có thể hoạt động như một công ty vì lợi nhuận truyền thống, sẵn sàng cho việc tiến bước lên sàn Wall Street trong vài tháng tới. *Nguồn: NYT, CNET OpenAI sắp hợp nhất mọi nền tảng thành 'siêu ứng dụng', chatbot được đẩy lên 1 tầm cao mới"
2026-04-29,Microsoft: Kết quả kinh doanh Q1/2026 sẽ cho thấy điều gì?,Microsoft: Kết quả kinh doanh Q1/2026 sẽ cho thấy điều gì?
2026-04-29,GOOGL Vs. MSFT: 2 siêu cổ phiếu để nắm giữ trong 5 năm tới,GOOGL Vs. MSFT: 2 siêu cổ phiếu để nắm giữ trong 5 năm tới
2026-04-29,Cổ phiếu MSFT giảm 12%: Azure có xoay chuyển tình thế?,Cổ phiếu MSFT giảm 12%: Azure có xoay chuyển tình thế?
2026-04-30,Tại sao Google giành chiến thắng trong cuộc chiến báo cáo tài chính Big Tech: Sự bùng nổ điện toán đám mây và tiêu chuẩn ROI mới trong AI,Tại sao Google giành chiến thắng trong cuộc chiến báo cáo tài chính Big Tech: Sự bùng nổ điện toán đám mây và tiêu chuẩn ROI mới trong AI
2026-04-30,"OpenAI âm thầm rời xa Microsoft, ngả về phía Amazon","OpenAI âm thầm rời xa Microsoft, ngả về phía Amazon"
2026-04-30,"Azure tăng trưởng 40%, Doanh thu AI 37 tỷ: Tại sao cổ phiếu Microsoft giảm thay vì tăng?","Azure tăng trưởng 40%, Doanh thu AI 37 tỷ: Tại sao cổ phiếu Microsoft giảm thay vì tăng?"
2026-04-30,"Kết quả quý 3/2026 của Microsoft vượt kỳ vọng, cổ phiếu giảm","Kết quả quý 3/2026 của Microsoft vượt kỳ vọng, cổ phiếu giảm"
2026-04-30,Microsoft Corp (MSFT) cổ phiếu di chuyển giảm 4.41% vào ngày 30 thg 4: Sự thật đằng sau biến động,Microsoft Corp (MSFT) cổ phiếu di chuyển giảm 4.41% vào ngày 30 thg 4: Sự thật đằng sau biến động
2026-04-30,OpenAI xóa rủi ro pháp lý cho Microsoft trong thương vụ Amazon 50 tỷ USD,"TIN MỚI (Ảnh: Alex Wong / Getty Images) OpenAI và Microsoft ngày 28/4 thông báo đã tái đàm phán thỏa thuận hợp tác giữa hai bên, qua đó giải quyết những vướng mắc pháp lý liên quan đến khoản đầu tư lên tới 50 tỷ USD của Amazon. Theo thỏa thuận mới, Microsoft không còn nắm quyền độc quyền với toàn bộ sản phẩm và tài sản trí tuệ của OpenAI cho đến khi đạt AGI (trí tuệ nhân tạo tổng quát). Thay vào đó, Microsoft được cấp quyền sử dụng không độc quyền đối với các mô hình và sản phẩm của OpenAI đến năm 2032. Microsoft vẫn là “đối tác điện toán đám mây chính” của OpenAI, đồng nghĩa phần lớn hạ tầng của công ty này tiếp tục vận hành trên Azure. Các sản phẩm của OpenAI sẽ được triển khai “trước tiên” trên Azure, trừ khi Microsoft không thể hoặc không lựa chọn hỗ trợ các năng lực cần thiết. Điểm đáng chú ý là OpenAI giờ đây có thể cung cấp sản phẩm trên nhiều nền tảng đám mây khác nhau, thay vì bị ràng buộc độc quyền như trước. Điều này giúp loại bỏ nguy cơ Microsoft có thể kiện OpenAI liên quan đến thỏa thuận với Amazon. Trước đó, tháng 2, Amazon công bố kế hoạch đầu tư tối đa 50 tỷ USD vào OpenAI, gồm 15 tỷ USD ban đầu và phần còn lại phụ thuộc vào các điều kiện chưa được công bố. Hai bên cũng thỏa thuận phát triển công nghệ “stateful runtime” trên AWS Bedrock - công nghệ cho phép hệ thống AI ghi nhớ ngữ cảnh trong thời gian dài. Tuy nhiên, việc OpenAI dự kiến để Amazon độc quyền cung cấp một số công cụ AI đã xung đột với thỏa thuận trước đó với Microsoft, vốn cho phép Microsoft nắm quyền độc quyền với các sản phẩm OpenAI truy cập qua API. Microsoft khi đó đã bác bỏ khả năng AWS được độc quyền và theo Financial Times, từng cân nhắc hành động pháp lý. Thỏa thuận mới đã xóa bỏ quyền độc quyền của Microsoft, qua đó chấm dứt nguy cơ tranh chấp. Tuy vậy, Microsoft vẫn hưởng lợi khi không còn phải chia sẻ doanh thu với OpenAI, trong khi OpenAI tiếp tục chia sẻ doanh thu cho Microsoft đến năm 2030, với mức trần nhất định. Microsoft hiện nắm khoảng 27% cổ phần trong đơn vị kinh doanh vì lợi nhuận của OpenAI, qua đó vẫn hưởng lợi từ tăng trưởng của công ty này."
2026-05-01,Amazon vs. Microsoft: Cổ phiếu nào là lựa chọn đầu tư tốt hơn cho năm 2026 và xa hơn?,Amazon vs. Microsoft: Cổ phiếu nào là lựa chọn đầu tư tốt hơn cho năm 2026 và xa hơn?
